0; 5; 1; 20; 
1; 4,98991; 1,01007; 20,696; 
2; 4,97982; 1,02008; 21,3708; 
3; 4,96975; 1,03002; 22,0254; 
4; 4,95969; 1,03991; 22,6606; 
5; 4,94964; 1,04974; 23,277; 
6; 4,93959; 1,05952; 23,8756; 
7; 4,92956; 1,06923; 24,4569; 
8; 4,91954; 1,07889; 25,0217; 
9; 4,90953; 1,08849; 25,5706; 
10; 4,89953; 1,09804; 26,1041; 
11; 4,88954; 1,10753; 26,623; 
12; 4,87956; 1,11696; 27,1276; 
13; 4,86959; 1,12634; 27,6186; 
14; 4,85963; 1,13567; 28,0963; 
15; 4,84968; 1,14494; 28,5614; 
16; 4,83973; 1,15416; 29,0143; 
17; 4,82981; 1,16332; 29,4553; 
18; 4,81989; 1,17243; 29,8849; 
19; 4,80998; 1,18149; 30,3035; 
20; 4,80008; 1,1905; 30,7115; 
21; 4,79019; 1,19946; 31,1092; 
22; 4,78031; 1,20837; 31,4969; 
23; 4,77044; 1,21722; 31,8751; 
24; 4,76058; 1,22603; 32,2439; 
25; 4,75073; 1,23479; 32,6038; 
26; 4,74089; 1,24349; 32,955; 
27; 4,73107; 1,25215; 33,2977; 
28; 4,72125; 1,26076; 33,6323; 
29; 4,71144; 1,26932; 33,959; 
30; 4,70164; 1,27783; 34,278; 
31; 4,69186; 1,28629; 34,5896; 
32; 4,68208; 1,29471; 34,894; 
33; 4,67231; 1,30308; 35,1914; 
34; 4,66256; 1,3114; 35,482; 
35; 4,65281; 1,31968; 35,7661; 
36; 4,64307; 1,32791; 36,0438; 
37; 4,63335; 1,3361; 36,3153; 
38; 4,62363; 1,34424; 36,5808; 
39; 4,61393; 1,35233; 36,8405; 
40; 4,60423; 1,36038; 37,0945; 
41; 4,59455; 1,36838; 37,3429; 
42; 4,58487; 1,37634; 37,586; 
43; 4,57521; 1,38426; 37,8239; 
44; 4,56555; 1,39213; 38,0568; 
45; 4,55591; 1,39996; 38,2846; 
46; 4,54627; 1,40775; 38,5077; 
47; 4,53665; 1,41549; 38,7262; 
48; 4,52704; 1,42319; 38,9401; 
49; 4,51743; 1,43085; 39,1495; 
50; 4,50784; 1,43846; 39,3547; 
51; 4,49826; 1,44604; 39,5556; 
52; 4,48868; 1,45357; 39,7525; 
53; 4,47912; 1,46106; 39,9454; 
54; 4,46957; 1,46851; 40,1344; 
55; 4,46003; 1,47592; 40,3196; 
56; 4,45049; 1,48329; 40,5011; 
57; 4,44097; 1,49061; 40,679; 
58; 4,43146; 1,4979; 40,8535; 
59; 4,42196; 1,50515; 41,0245; 
60; 4,41247; 1,51236; 41,1921; 
61; 4,40299; 1,51953; 41,3565; 
62; 4,39351; 1,52666; 41,5178; 
63; 4,38405; 1,53375; 41,6759; 
64; 4,3746; 1,5408; 41,831; 
65; 4,36516; 1,54781; 41,9831; 
66; 4,35573; 1,55479; 42,1324; 
67; 4,34631; 1,56173; 42,2788; 
68; 4,3369; 1,56862; 42,4225; 
69; 4,3275; 1,57549; 42,5634; 
70; 4,31811; 1,58231; 42,7018; 
71; 4,30873; 1,5891; 42,8375; 
72; 4,29937; 1,59585; 42,9708; 
73; 4,29001; 1,60256; 43,1016; 
74; 4,28066; 1,60924; 43,23; 
75; 4,27132; 1,61588; 43,356; 
76; 4,26199; 1,62248; 43,4797; 
77; 4,25267; 1,62905; 43,6012; 
78; 4,24336; 1,63558; 43,7205; 
79; 4,23407; 1,64207; 43,8376; 
80; 4,22478; 1,64853; 43,9526; 
81; 4,2155; 1,65496; 44,0656; 
82; 4,20624; 1,66135; 44,1765; 
83; 4,19698; 1,66771; 44,2855; 
84; 4,18773; 1,67403; 44,3925; 
85; 4,1785; 1,68031; 44,4976; 
86; 4,16927; 1,68656; 44,6009; 
87; 4,16005; 1,69278; 44,7024; 
88; 4,15085; 1,69896; 44,802; 
89; 4,14165; 1,70511; 44,9; 
90; 4,13247; 1,71123; 44,9962; 
91; 4,12329; 1,71731; 45,0907; 
92; 4,11413; 1,72336; 45,1836; 
93; 4,10497; 1,72938; 45,2749; 
94; 4,09583; 1,73536; 45,3646; 
95; 4,08669; 1,74131; 45,4527; 
96; 4,07757; 1,74723; 45,5393; 
97; 4,06845; 1,75311; 45,6245; 
98; 4,05935; 1,75896; 45,7082; 
99; 4,05026; 1,76478; 45,7904; 
100; 4,04117; 1,77057; 45,8712; 
101; 4,0321; 1,77633; 45,9507; 
102; 4,02304; 1,78205; 46,0288; 
103; 4,01398; 1,78774; 46,1056; 
104; 4,00494; 1,79341; 46,1811; 
105; 3,99591; 1,79904; 46,2553; 
106; 3,98689; 1,80464; 46,3282; 
107; 3,97787; 1,8102; 46,3999; 
108; 3,96887; 1,81574; 46,4704; 
109; 3,95988; 1,82125; 46,5397; 
110; 3,9509; 1,82672; 46,6079; 
111; 3,94193; 1,83217; 46,6749; 
112; 3,93297; 1,83758; 46,7408; 
113; 3,92401; 1,84297; 46,8055; 
114; 3,91507; 1,84833; 46,8692; 
115; 3,90614; 1,85365; 46,9318; 
116; 3,89722; 1,85895; 46,9934; 
117; 3,88831; 1,86421; 47,0539; 
118; 3,87941; 1,86945; 47,1134; 
119; 3,87052; 1,87466; 47,172; 
120; 3,86164; 1,87984; 47,2295; 
121; 3,85277; 1,88498; 47,2861; 
122; 3,84391; 1,8901; 47,3417; 
123; 3,83507; 1,8952; 47,3964; 
124; 3,82623; 1,90026; 47,4502; 
125; 3,8174; 1,90529; 47,5031; 
126; 3,80858; 1,9103; 47,5552; 
127; 3,79977; 1,91528; 47,6063; 
128; 3,79097; 1,92023; 47,6566; 
129; 3,78219; 1,92515; 47,706; 
130; 3,77341; 1,93004; 47,7547; 
131; 3,76464; 1,93491; 47,8025; 
132; 3,75588; 1,93975; 47,8495; 
133; 3,74714; 1,94456; 47,8957; 
134; 3,7384; 1,94934; 47,9411; 
135; 3,72967; 1,9541; 47,9858; 
136; 3,72096; 1,95883; 48,0297; 
137; 3,71225; 1,96353; 48,0729; 
138; 3,70355; 1,9682; 48,1154; 
139; 3,69487; 1,97285; 48,1571; 
140; 3,68619; 1,97747; 48,1982; 
141; 3,67753; 1,98207; 48,2385; 
142; 3,66887; 1,98664; 48,2782; 
143; 3,66023; 1,99118; 48,3172; 
144; 3,65159; 1,9957; 48,3555; 
145; 3,64297; 2,00019; 48,3931; 
146; 3,63435; 2,00465; 48,4302; 
147; 3,62575; 2,00909; 48,4666; 
148; 3,61716; 2,0135; 48,5023; 
149; 3,60857; 2,01789; 48,5375; 
150; 3,6; 2,02225; 48,572; 
151; 3,59143; 2,02658; 48,606; 
152; 3,58288; 2,03089; 48,6394; 
153; 3,57434; 2,03518; 48,6721; 
154; 3,56581; 2,03944; 48,7043; 
155; 3,55728; 2,04367; 48,736; 
156; 3,54877; 2,04788; 48,7671; 
157; 3,54027; 2,05206; 48,7976; 
